N,time(tics),time(secs)
775,2.656400e-003,1.484200e-003
776,2.686000e-003,1.490000e-003
777,2.793200e-003,1.487900e-003
778,2.634400e-003,1.486900e-003
779,2.487800e-003,1.506000e-003
780,2.580300e-003,1.508500e-003
781,1.992100e-003,1.512100e-003
782,2.502700e-003,1.503600e-003
783,2.454000e-003,1.519900e-003
784,2.305000e-003,1.524100e-003
785,2.483000e-003,1.521100e-003
786,2.478300e-003,1.517400e-003
787,2.152400e-003,1.533000e-003
788,2.630600e-003,1.525600e-003
789,2.437400e-003,1.541500e-003
790,3.107200e-003,1.544600e-003
791,2.651800e-003,1.545800e-003
792,2.729300e-003,1.538200e-003
793,2.839300e-003,1.556300e-003
794,2.464700e-003,1.562600e-003
795,2.285700e-003,1.560200e-003
796,3.222500e-003,1.570300e-003
797,2.660200e-003,1.556200e-003
798,3.010300e-003,1.568200e-003
799,2.596700e-003,1.580000e-003
800,2.609300e-003,1.582100e-003
801,2.643700e-003,1.584600e-003
802,2.597500e-003,1.582200e-003
803,2.818600e-003,1.594600e-003
804,3.034200e-003,1.586000e-003
805,2.574500e-003,1.602200e-003
806,2.704200e-003,1.596700e-003
807,2.589900e-003,1.610200e-003
808,2.699800e-003,1.585600e-003
809,2.713400e-003,1.612900e-003
810,2.686400e-003,1.608200e-003
811,2.771500e-003,1.593500e-003
812,2.724600e-003,1.616300e-003
813,2.678300e-003,1.631800e-003
814,2.785800e-003,1.634900e-003
815,2.504600e-003,1.634600e-003
816,2.468200e-003,1.638200e-003
817,2.913200e-003,1.642300e-003
818,2.847600e-003,1.646500e-003
819,2.786400e-003,1.647600e-003
820,2.853200e-003,1.653100e-003
821,2.530300e-003,1.659400e-003
822,2.780700e-003,1.658700e-003
823,2.996000e-003,1.666000e-003
824,2.632400e-003,1.680000e-003
825,2.541300e-003,1.675600e-003
826,2.532800e-003,1.691400e-003
827,3.125100e-003,1.685000e-003
828,3.663400e-003,2.468100e-003
829,3.728800e-003,1.722700e-003
830,3.707300e-003,1.680900e-003
831,3.013400e-003,1.695200e-003
832,2.918100e-003,1.692900e-003
833,3.066000e-003,1.707100e-003
834,2.909500e-003,1.713200e-003
835,2.483200e-003,1.710700e-003
836,2.930200e-003,1.721100e-003
837,3.048700e-003,1.725200e-003
838,2.853500e-003,1.726200e-003
839,2.742000e-003,1.732200e-003
840,2.557400e-003,1.736900e-003
841,3.480400e-003,1.752800e-003
842,3.390100e-003,1.735100e-003
843,3.318700e-003,1.752400e-003
844,3.184900e-003,1.742800e-003
845,3.174500e-003,1.752200e-003
846,2.986100e-003,1.771900e-003
847,2.778800e-003,1.771500e-003
848,3.382700e-003,1.753500e-003
849,3.354600e-003,1.769900e-003
850,2.565500e-003,1.776000e-003
851,2.561800e-003,1.781700e-003
852,2.972700e-003,1.782700e-003
853,3.887800e-003,1.778900e-003
854,3.744200e-003,1.797200e-003
855,3.962100e-003,2.520700e-003
856,3.775500e-003,1.859400e-003
857,3.742100e-003,1.811200e-003
858,3.747400e-003,1.806900e-003
859,3.056800e-003,1.800800e-003
860,3.008700e-003,1.813100e-003
861,3.011500e-003,1.831200e-003
862,3.552400e-003,1.832900e-003
863,2.890700e-003,1.828200e-003
864,3.062200e-003,1.838100e-003
865,3.289200e-003,1.840300e-003
866,2.914200e-003,1.846100e-003
867,3.926900e-003,1.842500e-003
868,2.641000e-003,1.849700e-003
869,2.712900e-003,1.847700e-003
870,2.536800e-003,1.847100e-003
871,2.638100e-003,1.866900e-003
872,3.512200e-003,1.865100e-003
873,3.445600e-003,1.866800e-003
874,3.619300e-003,1.868000e-003
875,2.818400e-003,1.868100e-003
876,3.615400e-003,1.881900e-003
877,3.116700e-003,1.884700e-003
878,2.817000e-003,1.891200e-003
879,3.587500e-003,1.898700e-003
880,3.166700e-003,1.899200e-003
881,3.018900e-003,1.906500e-003
882,3.689800e-003,1.911800e-003
883,3.788600e-003,1.911900e-003
884,3.522500e-003,1.910000e-003
885,3.514000e-003,1.926400e-003
886,2.869800e-003,1.929300e-003
887,3.535000e-003,1.919000e-003
888,3.278800e-003,1.907800e-003
889,3.806100e-003,1.944500e-003
890,3.785300e-003,1.914900e-003
891,3.451400e-003,1.943700e-003
892,3.665900e-003,1.951600e-003
893,3.178500e-003,1.939600e-003
894,3.173600e-003,1.952700e-003
895,3.532300e-003,1.960700e-003
896,2.918000e-003,1.969200e-003
897,3.513600e-003,1.943500e-003
898,3.405500e-003,1.982200e-003
899,3.379400e-003,1.980300e-003
900,3.686100e-003,1.979400e-003
901,2.724800e-003,1.977100e-003
902,3.095400e-003,1.972100e-003
903,3.059700e-003,1.987400e-003
904,2.529200e-003,1.991300e-003
905,2.777700e-003,2.008600e-003
906,3.167000e-003,1.996500e-003
907,2.516300e-003,2.011500e-003
908,3.862000e-003,2.018600e-003
909,3.364900e-003,2.023500e-003
910,3.117500e-003,2.026600e-003
911,3.119400e-003,2.028300e-003
912,3.858700e-003,2.037400e-003
913,3.527100e-003,2.036500e-003
914,3.370800e-003,2.037600e-003
915,3.578900e-003,2.042300e-003
916,3.211100e-003,2.040600e-003
917,2.890200e-003,2.036400e-003
918,3.738400e-003,2.075100e-003
919,3.273700e-003,2.067100e-003
920,3.411900e-003,2.063100e-003
921,3.430700e-003,2.077600e-003
922,3.657400e-003,2.074800e-003
923,4.281100e-003,2.078700e-003
924,3.091100e-003,2.095900e-003
925,3.793700e-003,2.088700e-003
926,3.454000e-003,2.093400e-003
927,3.014600e-003,2.085100e-003
928,3.537200e-003,2.104900e-003
929,3.515900e-003,2.096700e-003
930,2.584600e-003,2.120100e-003
931,3.123800e-003,2.112500e-003
932,3.633200e-003,2.126800e-003
933,3.632000e-003,2.138100e-003
934,3.211100e-003,2.134500e-003
935,3.428300e-003,2.130400e-003
936,3.487000e-003,2.137800e-003
937,3.556400e-003,2.133800e-003
938,3.225600e-003,2.151300e-003
939,3.841000e-003,2.121300e-003
940,3.449700e-003,2.164800e-003
941,3.634900e-003,2.166300e-003
942,3.708200e-003,2.166500e-003
943,3.825100e-003,2.177700e-003
944,3.583300e-003,2.179500e-003
945,3.616000e-003,2.172400e-003
946,3.673500e-003,2.176100e-003
947,3.474000e-003,2.193000e-003
948,3.024900e-003,2.195300e-003
949,3.307600e-003,2.193500e-003
950,3.799100e-003,2.202500e-003
951,3.651700e-003,2.206500e-003
952,3.684700e-003,2.204600e-003
953,3.741700e-003,2.223100e-003
954,3.060800e-003,2.225700e-003
955,5.039800e-003,2.217500e-003
956,3.002800e-003,2.222100e-003
957,3.651600e-003,2.233600e-003
958,3.701200e-003,2.246600e-003
959,3.671100e-003,2.240100e-003
960,3.705200e-003,2.237400e-003
961,3.499300e-003,2.253700e-003
962,3.608100e-003,2.252800e-003
963,3.736400e-003,2.270000e-003
964,4.041500e-003,2.272600e-003
965,3.342400e-003,2.283300e-003
966,3.599600e-003,2.280800e-003
967,3.528400e-003,2.288500e-003
968,3.787200e-003,2.286600e-003
969,3.626100e-003,2.287000e-003
970,3.702000e-003,2.266200e-003
971,3.854000e-003,2.286900e-003
972,3.905700e-003,2.307700e-003
973,3.623900e-003,2.316300e-003
974,4.237700e-003,2.325400e-003
975,3.326100e-003,2.319400e-003
976,3.851500e-003,2.318700e-003
977,3.844300e-003,2.314100e-003
978,3.785900e-003,2.338200e-003
979,3.441700e-003,2.323700e-003
980,3.516000e-003,2.337200e-003
981,3.411300e-003,2.333300e-003
982,3.792000e-003,2.334300e-003
983,3.594300e-003,2.334500e-003
984,3.852900e-003,2.370000e-003
985,4.063900e-003,2.371000e-003
986,4.860700e-003,2.375700e-003
987,5.941300e-003,2.383500e-003
988,8.526800e-003,2.367800e-003
989,4.034900e-003,2.381400e-003
990,8.117500e-003,2.388500e-003
991,7.526400e-003,2.398100e-003
992,3.991400e-003,2.399500e-003
993,4.723500e-003,2.402500e-003
994,4.339600e-003,2.397800e-003
995,3.848300e-003,2.408700e-003
996,4.314000e-003,2.407400e-003
997,4.199800e-003,2.424300e-003
998,4.620900e-003,2.430200e-003
999,3.807300e-003,2.427600e-003
1000,3.927800e-003,2.440100e-003
