N,worst(secs),best(secs)
357,1.312000e-004,4.020002e-005
358,1.272000e-004,4.059999e-005
359,1.431000e-004,4.080002e-005
360,1.120000e-004,3.980001e-005
361,1.519000e-004,4.480002e-005
362,6.610001e-005,4.069999e-005
363,1.472000e-004,4.200000e-005
364,5.999999e-005,4.190000e-005
365,1.260000e-004,4.210000e-005
366,1.036000e-004,4.100002e-005
367,1.403000e-004,4.230000e-005
368,7.799998e-005,4.200000e-005
369,5.670002e-005,4.230000e-005
370,1.667000e-004,4.359998e-005
371,1.337000e-004,4.329998e-005
372,1.546000e-004,4.920000e-005
373,9.040002e-005,4.260000e-005
374,1.988000e-004,4.300001e-005
375,9.810002e-005,4.349998e-005
376,7.590000e-005,4.789999e-005
377,1.018000e-004,4.339998e-005
378,1.514000e-004,4.419999e-005
379,1.929000e-004,4.439999e-005
380,1.061000e-004,4.299998e-005
381,1.728000e-004,4.430002e-005
382,1.043000e-004,4.899999e-005
383,7.630000e-005,4.329998e-005
384,1.518000e-004,4.580000e-005
385,1.087000e-004,4.500002e-005
386,1.911000e-004,4.680001e-005
387,1.176000e-004,4.479999e-005
388,1.493000e-004,4.640000e-005
389,1.047000e-004,4.630000e-005
390,1.140000e-004,4.449999e-005
391,8.100001e-005,4.439999e-005
392,1.506000e-004,4.630000e-005
393,1.372000e-004,4.540000e-005
394,1.378000e-004,4.520002e-005
395,7.840001e-005,4.519999e-005
396,1.511000e-004,4.570000e-005
397,1.071000e-004,4.590000e-005
398,1.678000e-004,4.670001e-005
399,8.870001e-005,4.530000e-005
400,6.980001e-005,4.620000e-005
401,8.130001e-005,4.550000e-005
402,1.540000e-004,4.780001e-005
403,8.289999e-005,4.660001e-005
404,8.040000e-005,4.680001e-005
405,9.880000e-005,4.930000e-005
406,1.478000e-004,4.630000e-005
407,7.750001e-005,4.590000e-005
408,3.229000e-004,4.650000e-005
409,8.850000e-005,5.240002e-005
410,2.395000e-004,4.780001e-005
411,7.569999e-005,4.809999e-005
412,2.183000e-004,5.529998e-005
413,1.007000e-004,4.920000e-005
414,1.383000e-004,4.779999e-005
415,8.700002e-005,4.839999e-005
416,1.357000e-004,4.899999e-005
417,6.510000e-005,4.839999e-005
418,1.024000e-004,4.940000e-005
419,1.973000e-004,4.879999e-005
