N,worst(secs),best(secs)
178,3.130012e-005,1.219986e-005
179,3.120000e-005,1.129997e-005
180,1.730002e-005,1.129997e-005
181,1.620012e-005,1.129997e-005
182,1.499988e-005,1.160009e-005
183,1.369999e-005,1.160009e-005
184,1.670001e-005,1.160009e-005
185,1.567998e-004,1.180009e-005
186,4.680012e-005,1.210021e-005
187,1.679990e-005,1.209998e-005
188,1.740013e-005,1.220009e-005
189,1.810002e-005,1.209998e-005
190,2.679997e-005,1.239986e-005
191,1.920015e-005,1.249998e-005
192,3.559981e-005,1.260010e-005
193,4.419987e-005,1.279986e-005
194,1.619989e-005,1.259986e-005
195,1.950003e-005,1.269998e-005
196,1.830002e-005,1.289998e-005
197,2.070004e-005,1.280010e-005
198,1.789979e-005,1.300010e-005
199,4.939991e-005,1.299987e-005
200,4.169997e-005,1.339987e-005
201,1.879991e-005,1.329998e-005
202,1.890003e-005,1.339987e-005
203,1.990004e-005,1.339987e-005
204,1.650001e-005,1.409999e-005
205,1.980015e-005,1.349999e-005
206,3.979984e-005,1.379987e-005
207,3.909995e-005,1.369999e-005
208,1.910003e-005,1.409999e-005
209,1.830002e-005,1.380011e-005
210,2.189982e-005,1.389999e-005
211,2.080016e-005,1.439988e-005
212,1.950001e-004,1.429999e-005
213,1.401000e-004,1.650001e-005
214,2.359995e-005,1.870003e-005
215,2.219994e-005,1.429999e-005
216,4.619989e-005,1.439988e-005
217,2.139993e-005,1.459988e-005
218,1.700013e-005,1.480011e-005
219,1.930003e-005,1.510000e-005
220,1.850002e-005,1.510000e-005
221,4.339986e-005,1.520012e-005
222,4.199985e-005,1.519988e-005
223,3.229990e-005,1.520012e-005
224,1.779990e-005,1.490000e-005
225,1.950003e-005,1.510000e-005
226,1.930003e-005,1.510000e-005
227,4.930003e-005,1.519988e-005
228,5.399995e-005,1.539988e-005
229,2.350006e-005,1.539988e-005
230,1.920015e-005,1.559989e-005
231,2.339995e-005,1.570000e-005
232,3.030011e-005,1.570000e-005
233,5.119992e-005,1.590000e-005
234,4.469999e-005,1.590000e-005
235,2.040016e-005,1.640012e-005
236,2.010004e-005,1.599989e-005
237,1.939991e-005,1.610001e-005
238,2.510007e-005,1.599989e-005
239,1.310001e-004,1.730002e-005
240,3.860006e-005,1.620012e-005
241,2.399995e-005,1.630001e-005
242,2.130005e-005,1.730002e-005
243,3.649993e-005,1.690001e-005
244,1.552999e-004,1.730002e-005
245,3.070012e-005,2.150005e-005
246,2.989988e-005,1.719990e-005
247,2.420018e-005,1.710001e-005
248,2.379995e-005,1.739990e-005
249,5.389983e-005,1.759990e-005
250,3.800006e-005,1.730002e-005
251,2.469984e-005,1.739990e-005
252,2.439995e-005,1.759990e-005
253,2.070004e-005,1.780014e-005
254,1.892000e-004,1.779990e-005
255,5.559996e-005,1.750002e-005
256,2.650009e-005,1.780014e-005
257,2.429984e-005,1.810002e-005
258,2.160016e-005,1.790002e-005
259,1.641000e-004,1.839991e-005
260,5.299994e-005,1.830002e-005
261,2.599997e-005,1.829979e-005
262,2.719997e-005,1.860014e-005
263,2.589985e-005,1.870003e-005
264,5.079992e-005,1.899991e-005
265,2.539996e-005,1.899991e-005
266,2.539996e-005,1.880014e-005
267,3.320002e-005,1.899991e-005
268,5.559996e-005,1.909980e-005
269,5.349983e-005,1.880014e-005
270,2.719997e-005,1.920015e-005
271,2.179993e-005,1.910003e-005
272,2.939999e-005,1.950003e-005
273,8.329982e-005,1.930003e-005
274,8.580019e-005,1.979992e-005
275,2.819998e-005,1.939991e-005
276,4.559988e-005,1.960015e-005
277,2.330006e-005,1.990004e-005
278,4.639989e-005,2.010004e-005
279,3.280002e-005,1.990004e-005
280,2.819998e-005,1.990004e-005
281,2.810010e-005,2.039992e-005
282,2.290006e-005,2.030004e-005
283,5.300017e-005,2.069981e-005
284,2.629985e-005,2.039992e-005
285,2.710009e-005,2.070004e-005
286,3.870018e-005,2.100016e-005
287,2.210001e-004,2.110004e-005
288,5.470007e-005,2.079993e-005
289,3.180001e-005,2.139993e-005
290,2.809986e-005,2.150005e-005
291,2.670009e-005,2.119993e-005
292,5.439995e-005,2.090004e-005
293,2.930011e-005,2.090004e-005
294,7.380010e-005,2.069981e-005
295,2.479996e-005,2.139993e-005
296,2.719997e-005,2.139993e-005
297,4.249997e-005,2.149981e-005
298,3.040000e-005,2.099993e-005
299,2.950011e-005,2.170005e-005
300,2.589985e-005,2.159993e-005
301,9.689992e-005,2.230005e-005
302,5.070004e-005,2.219994e-005
303,2.739998e-005,2.190005e-005
304,2.669985e-005,2.209982e-005
305,1.016001e-004,2.190005e-005
306,5.270005e-005,2.239994e-005
307,2.550008e-005,2.229982e-005
308,2.719997e-005,2.290006e-005
309,3.260002e-005,2.230005e-005
310,9.409990e-005,2.230005e-005
311,4.559988e-005,2.219994e-005
312,3.149989e-005,2.270006e-005
313,2.619997e-005,2.319994e-005
314,5.919999e-005,2.270006e-005
315,8.530007e-005,2.329983e-005
316,2.830010e-005,2.360018e-005
317,2.870010e-005,2.370006e-005
318,3.809994e-005,2.379995e-005
319,9.760004e-005,2.359995e-005
320,3.250013e-005,2.350006e-005
321,2.730009e-005,2.350006e-005
322,3.060000e-005,2.379995e-005
323,2.717001e-004,2.570008e-005
324,5.080015e-005,2.389983e-005
325,3.479980e-005,2.399995e-005
326,3.769994e-005,2.439995e-005
327,1.288000e-004,2.430007e-005
328,4.450022e-005,2.459995e-005
329,3.209990e-005,2.459995e-005
330,3.149989e-005,2.459995e-005
331,1.032001e-004,2.469984e-005
332,4.579988e-005,2.480019e-005
333,3.720005e-005,2.490007e-005
334,3.650016e-005,2.519996e-005
335,6.189989e-005,2.530008e-005
336,6.060000e-005,2.519996e-005
337,3.180001e-005,2.519996e-005
338,3.560004e-005,2.589985e-005
339,1.381000e-004,2.569985e-005
340,8.730008e-005,2.549984e-005
341,3.479980e-005,2.569985e-005
342,6.300001e-005,2.590008e-005
343,1.435999e-004,2.639997e-005
344,5.630008e-005,2.639997e-005
345,3.430014e-005,2.609985e-005
346,3.730017e-005,2.619997e-005
347,8.859998e-005,2.669985e-005
348,4.879991e-005,2.669985e-005
349,3.309990e-005,2.610008e-005
350,6.500003e-005,2.639997e-005
351,9.079999e-005,2.649985e-005
352,5.779997e-005,2.639997e-005
353,3.239978e-005,2.669985e-005
354,7.360009e-005,2.699997e-005
355,1.024001e-004,2.699997e-005
356,7.129996e-005,2.689986e-005
357,3.749994e-005,2.679997e-005
358,5.149981e-005,2.719997e-005
359,1.023000e-004,2.749986e-005
360,5.639996e-005,2.769986e-005
361,3.629993e-005,2.750009e-005
362,4.680012e-005,2.730009e-005
363,1.027000e-004,2.770009e-005
364,6.330013e-005,2.790010e-005
365,4.189997e-005,2.789986e-005
366,3.640004e-005,2.810010e-005
367,9.389990e-005,2.819998e-005
368,6.450014e-005,2.830010e-005
369,4.779990e-005,2.789986e-005
370,3.420003e-005,2.839998e-005
371,8.470006e-005,2.930011e-005
372,3.829994e-005,2.850010e-005
373,4.810002e-005,2.939999e-005
374,4.160008e-005,2.929987e-005
375,1.053000e-004,2.890010e-005
376,3.869995e-005,2.919999e-005
377,3.999984e-005,2.889987e-005
378,3.800006e-005,2.969988e-005
379,1.060001e-004,2.969988e-005
380,8.899998e-005,2.910011e-005
381,3.539980e-005,2.939999e-005
382,7.109996e-005,2.859998e-005
383,6.390014e-005,2.939999e-005
384,3.850018e-005,2.949988e-005
385,3.749994e-005,2.939999e-005
386,1.025998e-004,2.950011e-005
387,4.180009e-005,2.979999e-005
388,3.700005e-005,2.989988e-005
389,3.659981e-005,2.969988e-005
390,2.118000e-004,3.030011e-005
391,8.850009e-005,3.000000e-005
392,4.080008e-005,3.000000e-005
393,1.017000e-004,3.030011e-005
394,6.590015e-005,3.069988e-005
395,3.590016e-005,3.040000e-005
396,4.660012e-005,3.040000e-005
397,1.008001e-004,3.080000e-005
398,5.120016e-005,3.010011e-005
399,3.689993e-005,3.040000e-005
400,3.549992e-005,3.109989e-005
401,1.043000e-004,3.060000e-005
402,3.699982e-005,3.080000e-005
403,4.630000e-005,3.110012e-005
404,1.929998e-004,3.140001e-005
405,7.900014e-005,3.170012e-005
406,9.320001e-005,3.189989e-005
407,7.189997e-005,3.160001e-005
408,7.139985e-005,3.209990e-005
409,7.610000e-005,3.149989e-005
410,4.679989e-005,3.220001e-005
411,6.740005e-005,3.229990e-005
412,6.090011e-005,3.260002e-005
413,4.300009e-005,3.280002e-005
414,6.800005e-005,3.260002e-005
415,7.040007e-005,3.240001e-005
416,8.219993e-005,3.240001e-005
417,1.252000e-004,3.240001e-005
418,6.949995e-005,3.300002e-005
419,5.709985e-005,3.289990e-005
420,9.320001e-005,3.289990e-005
421,7.879990e-005,3.330014e-005
422,4.020007e-005,3.330014e-005
423,1.743000e-004,3.329990e-005
424,7.449999e-005,3.350014e-005
425,9.200000e-005,3.340002e-005
426,9.140000e-005,3.369991e-005
427,4.489999e-005,3.399979e-005
