1,0
2,0
2,0
3,0
3,0
3,0
4,0.001
4,0
4,0
4,0
5,0
5,0
5,0
5,0
5,0
6,0
6,0
6,0
6,0
6,0
6,0
7,0
7,0
7,0
7,0
7,0
7,0
7,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
13,0
13,0
13,0
13,0
13,0
13,0.001
13,0
13,0
13,0
13,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
15,0
15,0.001
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
18,0.001
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
19,0.001
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
20,0.001
20,0.001
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
21,0.001
21,0.001
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
22,0.003
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
23,0.003
23,0.001
23,0
23,0.001
23,0
23,0
23,0
23,0
23,0
23,0
24,0.008
24,0.001
24,0
24,0
24,0
24,0.06
24,0
24,0
24,0
24,0.001
25,0.026
25,0.003
25,0.001
25,0
25,0.001
25,0
25,0
25,0
25,0.001
25,0
26,0.048
26,0.006
26,0.001
26,0.001
26,0
26,0
26,0.001
26,0
26,0
26,0
27,0.1
27,0.003
27,0.002
27,0.001
27,0
27,0.001
27,0
27,0.001
27,0
27,0
28,0.125
28,0.004
28,0.004
28,0
28,0
28,0
28,0.001
28,0.001
28,0
28,0
29,0.11
29,0.007
29,0.002
29,0.003
29,0.001
29,0.001
29,0.001
29,0
29,0
29,0
30,0.057
30,0.011
30,0.005
30,0.001
30,0.001
30,0
30,0
30,0
30,0
30,0
31,0.115
31,0.054
31,0.025
31,0.005
31,0.002
31,0.002
31,0
31,0.001
31,0
31,0
32,0.082
32,0.015
32,0.009
32,0.006
32,0.003
32,0
32,0
32,0
32,0
32,0.001
33,0.329
33,0.097
33,0.012
33,0.002
33,0.002
33,0.001
33,0
33,0.001
33,0
33,0.001
34,0.483
34,0.076
34,0.017
34,0.005
34,0.004
34,0.002
34,0.003
34,0.001
34,0.001
34,0.002
35,2.67
35,0.399
35,0.011
35,0.003
35,0.007
35,0.002
35,0.003
35,0.001
35,0.001
35,0
36,1.38
36,0.396
36,0.027
36,0.024
36,0.005
36,0.007
36,0.004
36,0.001
36,0.001
36,0.003
37,13.352
37,0.311
37,0.282
37,0.005
37,0.047
37,0.003
37,0.003
37,0.001
37,0.004
37,0.001
38,7.647
38,0.439
38,0.038
38,0.047
38,0.007
38,0.006
38,0.015
38,0.006
38,0.003
38,0
39,20.393
39,0.612
39,0.099
39,0.059
39,0.011
39,0.007
39,0.004
39,0.003
39,0.007
39,0.002
40,139.578
40,0.706
40,0.079
40,0.016
40,0.019
40,0.071
40,0.006
40,0.004
40,0.005
40,0.003
41,7.415
41,1.503
41,0.273
41,0.06
41,0.07
41,0.006
41,0.013
41,0.005
41,0.003
41,0.003
42,24.075
42,1.456
42,0.514
42,0.193
42,0.096
42,0.011
42,0.014
42,0.007
42,0.005
42,0.006
43,43.745
43,2.501
43,0.255
43,0.238
43,0.02
43,0.019
43,0.015
43,0.012
43,0.005
43,0.003
44,158.527
44,16.589
44,0.236
44,0.209
44,0.028
44,0.032
44,0.009
44,0.008
44,0.004
44,0.004
45,60.029
45,7.397
45,0.266
45,0.055
45,0.07
45,0.031
45,0.037
45,0.023
45,0.008
45,0.047
46,1162.7
46,4.452
46,0.239
46,0.057
46,0.214
46,0.043
46,0.027
46,0.008
46,0.008
46,0.012
47,746.181
47,17.618
47,2.534
47,0.067
47,0.062
47,0.127
47,0.024
47,0.007
47,0.008
47,0.021
48,647.739
48,9.201
48,5.276
48,0.254
48,0.161
48,0.182
48,0.011
48,0.031
48,0.011
48,0.009
49,462.945
49,136.142
49,0.932
49,0.211
49,0.264
49,0.059
49,0.103
49,0.074
49,0.008
49,0.012
50,4716.01
50,43.29
50,6.542
50,0.533
50,0.09
50,0.305
50,0.148
50,0.029
50,0.024
50,0.02
